Date,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Adj Close,TSLA_Volume,TSLA_Return,GSPC_Open,GSPC_High,GSPC_Low,GSPC_Close,GSPC_Adj Close,GSPC_Volume,GSPC_Return
2020-02-10,53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,51.41866683959961,370338000,-3.589997377157149,3318.28,3352.26,3317.77,3352.09,3352.09,3462730000,1.018901358535143
2020-02-11,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,51.62533187866211,175462500,0.7271141794484629,3365.87,3375.63,3352.72,3357.75,3357.75,3762940000,-0.2412452055486365
2020-02-12,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,51.15266799926758,180337500,-1.360125123360853,3370.5,3381.47,3369.72,3379.45,3379.45,3930910000,0.26553923750184893
2020-02-13,49.45600128173828,54.53333282470703,49.0,53.59999847412109,53.59999847412109,394339500,8.379159424506453,3365.9,3385.09,3360.52,3373.94,3373.94,3500890000,0.238866276478801
2020-02-14,52.48133469,54.198001861572266,52.36666870117188,53.33533477783203,53.33533477783203,235405500,1.6272453680465537,3378.08,3380.69,3366.15,3380.16,3380.16,3419700000,0.06157343816605667
2020-02-18,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,57.22666549682617,245725500,1.996195818527925,3369.04,3375.01,3355.61,3370.29,3370.29,3750400000,0.037102557405076814
2020-02-19,61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,61.16133117675781,381345000,-0.6583667775097507,3380.39,3393.52,3378.83,3386.15,3386.15,3614200000,0.17039454027494516
2020-02-20,60.79666519165039,60.79999923706055,57.32933426,59.96066665649414,59.96066665649414,264523500,-1.3750730118517474,3380.45,3389.15,3341.02,3373.23,3373.23,4019180000,-0.21358103211110355
2020-02-21,60.46533203,60.87066650390625,58.69666672,60.06666564941406,60.06666564941406,214722000,-0.6593305075843086,3360.5,3360.76,3328.45,3337.75,3337.75,3908780000,-0.6769825918762089
2020-02-24,55.93333435058594,57.56666564941406,54.81333160400391,55.58599853515625,55.58599853515625,227883000,-0.6209817802969025,3257.61,3259.81,3214.65,3225.89,3225.89,4851160000,-0.9737199971758514
2020-02-25,56.59999847412109,57.106666564941406,52.46666717529297,53.32733154296875,53.32733154296875,259357500,-5.782097207385404,3238.94,3246.99,3118.77,3128.21,3128.21,5596760000,-3.4187110597911663
2020-02-26,52.16666793823242,54.22066879272461,51.740665435791016,51.91999816894531,51.91999816894531,211282500,-0.47284938646872554,3139.9,3182.51,3108.99,3116.39,3116.39,5484650000,-0.7487499601898219
2020-02-27,48.66666793823242,49.31800079345703,44.59999847412109,45.26666641235352,45.26666641235352,364158000,-6.986304322692012,3062.54,3097.07,2977.39,2978.76,2978.76,7064710000,-2.73563773860912
2020-02-28,41.97999954223633,46.03466797,40.76800155639648,44.53266525268555,44.53266525268555,363343500,6.0806711250222065,2916.9,2959.72,2855.84,2954.22,2954.22,8569570000,1.2794405019026949
2020-03-02,47.41733169555664,49.57933426,45.77799987792969,49.574668884277344,49.574668884277344,302925000,4.549680700238267,2974.28,3090.96,2945.19,3090.23,3090.23,6381330000,3.898422475355374
2020-03-03,53.66666793823242,53.79866790771485,47.740665435791016,49.70066833496094,49.70066833496094,386760000,-7.390061197457137,3096.46,3136.72,2976.63,3003.37,3003.37,6376510000,-3.006336267867182
2020-03-04,50.93066787719727,51.10133361816406,48.31533432006836,49.96666717529297,49.96666717529297,225735000,-1.8927705881035723,3045.75,3130.97,3034.38,3130.12,3130.12,5073020000,2.770089468932115
2020-03-05,48.25133133,49.71666717529297,47.87133407592773,48.30266571044922,48.30266571044922,162790500,0.10638956280425485,3075.7,3083.04,2999.83,3023.94,3023.94,5579290000,-1.6828689404038029
2020-03-06,46.0,47.133331298828125,45.61800003051758,46.89866638183594,46.89866638183594,189943500,1.9536225692085598,2954.2,2985.93,2901.54,2972.37,2972.37,6555240000,0.6150565296865504
2020-03-09,40.35933303833008,44.20000076293945,40.33333206176758,40.53333282470703,40.53333282470703,256105500,0.43112651592062234,2863.89,2863.89,2734.43,2746.56,2746.56,8441290000,-4.096875229146368
2020-03-10,43.96200180053711,44.53333282470703,40.53333282470703,43.02199935913086,43.02199935913086,233916000,-2.138215738380606,2813.48,2882.59,2734.0,2882.23,2882.23,7642040000,2.443592988043277
2020-03-11,42.68000030517578,43.571998596191406,40.86666870117188,42.28200149536133,42.28200149536133,199837500,-0.9325182918665256,2825.6,2825.6,2707.22,2741.38,2741.38,7431200000,-2.980605889014716
2020-03-12,38.72600173950195,39.633331298828125,36.41666793823242,37.369998931884766,37.369998931884766,283636500,-3.5015306169188505,2630.86,2660.95,2478.86,2480.64,2480.64,8850810000,-5.709919950130385
2020-03-13,39.66666793823242,40.50466537475586,33.46666717529297,36.44133377075195,36.44133377075195,339604500,-8.131094279214096,2569.99,2711.33,2492.37,2711.02,2711.02,8299070000,5.487569990544718
2020-03-16,31.299999237060547,32.99133301,29.47800064086914,29.67133331298828,29.67133331298828,307342500,-5.203405635051438,2508.59,2562.98,2380.94,2386.13,2386.13,7805450000,-4.881626730553818
2020-03-17,29.333999633789062,31.456666946411133,26.399999618530277,28.68000030517578,28.68000030517578,359919000,-2.2294925232764937,2425.66,2553.93,2367.04,2529.19,2529.19,8370250000,4.26811671874872
2020-03-18,25.933332443237305,26.99066734313965,23.367332458496094,24.08133316040039,24.08133316040039,356793000,-7.141385654506828,2436.5,2453.57,2280.52,2398.1,2398.1,8799300000,-1.5760311922840178
2020-03-19,24.979999542236328,30.13333320617676,23.89733315,28.50933265686035,28.50933265686035,452932500,14.128635625699697,2393.48,2466.97,2319.78,2409.39,2409.39,7956100000,0.6647224961144381
2020-03-20,29.21333312988281,31.799999237060547,28.38599967956543,28.50200080871582,28.50200080871582,424282500,-2.4349577571460164,2431.94,2453.01,2295.56,2304.92,2304.92,9053950000,-5.222990698783686
2020-03-23,28.906667709350582,29.46666717529297,27.36666679382324,28.952667236328125,28.952667236328125,246817500,0.15913119921001107,2290.71,2300.73,2191.86,2237.4,2237.4,7411380000,-2.3272260565501504
2020-03-24,31.81999969482422,34.24599838256836,31.600000381469727,33.66666793823242,33.66666793823242,343428000,5.803482907350809,2344.44,2449.71,2344.44,2447.33,2447.33,7563150000,4.388681305556972
2020-03-25,36.34999847412109,37.133331298828125,34.07400131225586,35.95000076293945,35.95000076293945,318340500,-1.100406404326005,2457.77,2571.42,2407.53,2475.56,2475.56,8300010000,0.7238268837197933
2020-03-26,36.49266815185547,37.33333206176758,34.150001525878906,35.21066665649414,35.21066665649414,260710500,-3.5130385370195105,2501.29,2637.01,2500.72,2630.07,2630.07,7766990000,5.1485433516305665
2020-03-27,33.66666793823242,35.05333328,32.935333251953125,34.29066848754883,34.29066848754883,215661000,1.8534669081634327,2555.87,2615.91,2520.02,2541.47,2541.47,6201670000,-0.5634089370742679
2020-03-30,34.01733398,34.44333267211914,32.74866867,33.47533416748047,33.47533416748047,179971500,-1.593304792310264,2558.98,2631.8,2545.28,2626.65,2626.65,5751120000,2.6444130083080006
2020-03-31,33.41666793823242,36.19733428955078,33.133331298828125,34.93333435058594,34.93333435058594,266572500,4.53865243284259,2614.69,2641.39,2571.15,2584.59,2584.59,6576210000,-1.1511880949558038
2020-04-01,33.599998474121094,34.26333236694336,31.67333221435547,32.104000091552734,32.104000091552734,200298000,-4.452376340792354,2498.08,2522.75,2447.49,2470.5,2470.5,5964000000,-1.1040479087939508
2020-04-02,32.06866836547852,32.95066833496094,29.76000022888184,30.29800033569336,30.29800033569336,297876000,-5.521489104584283,2458.54,2533.22,2455.79,2526.9,2526.9,6464190000,2.7805120111936406
2020-04-03,33.96666717529297,34.36600112915039,31.22599983215332,32.000667572021484,32.000667572021484,338431500,-5.78802622325435,2514.92,2538.18,2459.96,2488.65,2488.65,6096970000,-1.044566029933357
2020-04-06,34.08000183105469,34.733333587646484,33.19733428955078,34.41600036621094,34.41600036621094,223527000,0.9859111417361439,2578.28,2676.85,2574.57,2663.68,2663.68,6403840000,3.3122857098530663
2020-04-07,36.33333206176758,37.66666793823242,35.48933410644531,36.36333465576172,36.36333465576172,268797000,0.082575949662793,2738.65,2756.89,2657.67,2659.41,2659.41,7050410000,-2.893396381428815
2020-04-08,36.94666672,37.14733123779297,35.55533218383789,36.589332580566406,36.589332580566406,189840000,-0.9671620504811724,2685.0,2760.75,2663.3,2749.98,2749.98,5875710000,2.4201117318435763
2020-04-09,37.47266769,38.345333099365234,37.14066696166992,38.20000076293945,38.20000076293945,204750000,1.9409695593504503,2776.99,2818.57,2762.36,2789.82,2789.82,7899550000,0.46201102632708013
2020-04-13,39.34400177001953,43.46666717529297,38.70199966430664,43.39666748046875,43.39666748046875,337131000,10.300593554612396,2782.46,2782.46,2721.17,2761.63,2761.63,5319530000,-0.7486181292812808
2020-04-14,46.59799957275391,49.45866775512695,46.16199875,47.32600021362305,47.32600021362305,458647500,1.562300200746813,2805.1,2851.85,2805.1,2846.06,2846.06,5615730000,1.4601974974154233
2020-04-15,49.46666717529297,50.20866775512695,47.33333206176758,48.65533447265625,48.65533447265625,353655000,-1.640160433209767,2795.64,2801.88,2761.54,2783.36,2783.36,5208000000,-0.4392554119986746
2020-04-16,47.79600143432617,50.630001068115234,47.11466598510742,49.68066787719727,49.68066787719727,309868500,3.9431466782021842,2799.34,2806.51,2764.32,2799.55,2799.55,5228810000,0.007501768273951587
2020-04-17,51.48533248901367,51.663333892822266,49.84400177001953,50.25933456420898,50.25933456420898,196923000,-2.381256691051393,2842.43,2879.22,2830.88,2874.56,2874.56,5804810000,1.1303708446646041
2020-04-20,48.84666824,51.03799819946289,47.48066711425781,49.75733184814453,49.75733184814453,221199000,1.8643310607596348,2845.62,2868.98,2820.43,2823.16,2823.16,5228630000,-0.789283179061155
2020-04-21,48.67466735839844,50.22200012207031,44.91933441162109,45.78133392333984,45.78133392333984,303136500,-5.944228470540084,2784.81,2785.54,2727.1,2736.56,2736.56,5121010000,-1.7326137151188052
2020-04-22,46.93199920654297,48.93333435058594,45.91400146484375,48.80733489990234,48.80733489990234,212482500,3.9958572510542445,2787.89,2815.1,2775.95,2799.31,2799.31,5084920000,0.4096287873624882
2020-04-23,48.50666809082031,48.93333435058594,46.87533187866211,47.04199981689453,47.04199981689453,198550500,-3.0195194425299308,2810.42,2844.9,2794.26,2797.8,2797.8,5773530000,-0.44904320350694527
2020-04-24,47.387332916259766,48.71533203,46.54533386230469,48.34333419799805,48.34333419799805,198180000,2.017419472473104,2812.64,2842.71,2791.76,2836.74,2836.74,5382810000,0.8568462369873112
2020-04-27,49.17399978637695,53.29933166503906,49.0,53.25,53.25,310221000,8.288933646500427,2854.65,2887.72,2852.89,2878.48,2878.48,5203930000,0.8347783441052293
2020-04-28,53.042667388916016,53.66666793823242,50.44599914550781,51.27466583251953,51.27466583251953,228330000,-3.333168642205072,2909.96,2921.15,2860.71,2863.39,2863.39,5691160000,-1.600365640764827
2020-04-29,52.678001403808594,53.54666519165039,52.21066665649414,53.367332458496094,53.367332458496094,243240000,1.3085748060245537,2918.46,2954.86,2912.16,2939.51,2939.51,6645640000,0.7212708072065467
2020-04-30,57.01266860961914,57.98799896240234,50.900001525878906,52.12533187866211,52.12533187866211,427078500,-8.572369703340712,2930.91,2930.91,2892.47,2912.43,2912.43,6544980000,-0.6305208962404174
2020-05-01,50.33333206176758,51.51800155639648,45.5359993,46.75466537475586,46.75466537475586,487977000,-7.109933994872591,2869.09,2869.09,2821.61,2830.71,2830.71,4759810000,-1.337706380768819
2020-05-04,46.73333358764648,50.79999923706055,46.53333282470703,50.74599838256836,50.74599838256836,288556500,8.586301226289136,2815.01,2844.24,2797.85,2842.74,2842.74,4735930000,0.9850764295686184
2020-05-05,52.65266799926758,53.26133346557617,50.81200027,51.2140007,51.2140007,254875500,-2.732373028632834,2868.88,2898.23,2863.55,2868.44,2868.44,5140290000,-0.015336995621986788
2020-05-06,51.76666641235352,52.65333176,50.740665435791016,52.172000885009766,52.172000885009766,166848000,0.7830028486429919,2883.14,2891.11,2847.65,2848.42,2848.42,4892570000,-1.2042425966134076
2020-05-07,51.81399917602539,53.09333419799805,51.49000168,52.00266647338867,52.00266647338867,172915500,0.36412417563510246,2878.26,2901.92,2876.48,2881.19,2881.19,5178790000,0.10179761383613142
2020-05-08,52.917999267578125,54.93333435058594,52.46733474731445,54.62799835205078,54.62799835205078,241297500,3.231412956159023,2908.83,2932.16,2902.88,2929.8,2929.8,4876030000,0.7209084064727143
2020-05-11,52.70066833496094,54.93333435058594,52.33333206176758,54.08599853515625,54.08599853515625,247794000,2.628676720739616,2915.46,2944.25,2903.44,2930.19,2930.19,4819730000,0.5052375954394852
2020-05-12,55.133331298828125,56.21933364868164,53.86666870117188,53.96066665649414,53.96066665649414,238603500,-2.1269613402789425,2939.5,2945.82,2869.59,2870.12,2870.12,5119630000,-2.3602653512502165
2020-05-13,54.72200012207031,55.06666564941406,50.88666534423828,52.73066711425781,52.73066711425781,285982500,-3.6389989462562817,2865.86,2874.14,2793.15,2820.0,2820.0,6151650000,-1.600217735688419
2020-05-14,52.0,53.55733489990234,50.93333435058594,53.55533218383789,53.55533218383789,205233000,2.9910234304574823,2794.54,2852.8,2766.64,2852.5,2852.5,5651130000,2.074044386553781
2020-05-15,52.68999862670898,53.66999816894531,52.436668395996094,53.27799987792969,53.27799987792969,157776000,1.1159636867453775,2829.95,2865.01,2816.78,2863.7,2863.7,5507700000,1.1926005759819078
2020-05-18,55.185333251953125,55.64799880981445,53.59199905395508,54.242000579833984,54.242000579833984,174987000,-1.709390188534839,2913.86,2968.09,2913.86,2953.91,2953.91,6373670000,1.3744654856444622
2020-05-19,54.34466552734375,54.80466842651367,53.73866653442383,53.867332458496094,53.867332458496094,144547500,-0.8783439261531273,2948.59,2964.21,2922.35,2922.94,2922.94,4984330000,-0.8699073116303077
2020-05-20,54.70000076293945,55.06666564941406,54.119998931884766,54.37066650390625,54.37066650390625,109639500,-0.6020735912975249,2953.63,2980.29,2953.63,2971.61,2971.61,5005380000,0.6087424626645862
2020-05-21,54.400001525878906,55.5,53.06666564941406,55.17333221435547,55.17333221435547,183819000,1.4215637257081277,2969.95,2978.5,2938.57,2948.51,2948.51,4976620000,-0.721897675045021
2020-05-22,54.81133270263672,55.45199966430664,54.133331298828125,54.45866775512695,54.45866775512695,149812500,-0.6434161150998625,2948.05,2956.76,2933.59,2955.45,2955.45,3970860000,0.25101338172689186
2020-05-26,55.633331298828125,55.63999938964844,54.38066864013672,54.5913314819336,54.5913314819336,121345500,-1.872977570402068,3004.08,3021.72,2988.17,2991.77,2991.77,5848500000,-0.4097760379217579
2020-05-27,54.72399902,55.18066787719727,52.33333206176758,54.68199920654297,54.68199920654297,173242500,-0.07674843616907892,3015.65,3036.25,2969.75,3036.13,3036.13,6398000000,0.6791239036360326
2020-05-28,54.23400115966797,54.98333358764648,53.44599914550781,53.72066879272461,53.72066879272461,108834000,-0.9465139137200661,3046.61,3068.67,3023.4,3029.73,3029.73,5447020000,-0.5540584452883732
2020-05-29,53.91666793823242,55.66666793823242,53.61399841308594,55.66666793823242,55.66666793823242,176467500,3.245749537053775,3025.17,3049.17,2998.61,3044.31,3044.31,7297550000,0.6326917164985727
2020-06-01,57.20000076293945,59.93333435058594,56.93999862670898,59.87333297729492,59.87333297729492,224092500,4.6736576550669415,3038.78,3062.18,3031.54,3055.73,3055.73,4684170000,0.5577896392631193
2020-06-02,59.64666748046875,60.57733154296875,58.06666564941406,58.77066802978516,58.77066802978516,203484000,-1.4686477680759482,3064.78,3081.07,3051.64,3080.82,3080.82,5197150000,0.5233654617949726
2020-06-03,59.20800018310547,59.86266708374024,58.67333221435547,58.86399841308594,58.86399841308594,119242500,-0.581005554917711,3098.9,3130.94,3098.9,3122.87,3122.87,6005560000,0.7735002742908709
2020-06-04,59.32533264160156,59.71666717529297,57.22933197021485,57.62533187866211,57.62533187866211,133315500,-2.8655562257182137,3111.56,3128.91,3090.41,3112.35,3112.35,6451290000,0.025389193844886925
2020-06-05,58.52266693115234,59.10133361816406,57.74666595458984,59.04399871826172,59.04399871826172,117178500,0.8908202828874683,3163.84,3211.72,3163.84,3193.93,3193.93,8639300000,0.9510594720339741
2020-06-08,61.26666641235352,63.33333206176758,60.61066818237305,63.32799911499024,63.32799911499024,212620500,3.364525643949646,3199.92,3233.13,3196.0,3232.39,3232.39,8498300000,1.0147128678216892
2020-06-09,62.66733169555664,63.62933349609375,61.595333099365234,62.711334228515625,62.711334228515625,170823000,0.07021606276895993,3213.32,3222.71,3193.11,3207.18,3207.18,6410930000,-0.1910796310358236
2020-06-10,66.12533569335938,68.49866485595703,65.5,68.33666992,68.33666992,278451000,3.344155766399691,3213.42,3223.27,3181.49,3190.14,3190.14,6598870000,-0.7244617883750085
2020-06-11,66.01333618164062,67.93066406,64.80000305175781,64.85600280761719,64.85600280761719,238747500,-1.7531811615140134,3123.53,3123.53,2999.49,3002.1,3002.1,7037320000,-3.887588721734713
2020-06-12,65.33333587646484,65.86533356,60.84000015258789,62.35200119018555,62.35200119018555,251451000,-4.563267199330731,3071.04,3088.42,2984.47,3041.31,3041.31,5845330000,-0.9680759612378874
2020-06-15,61.18600082397461,66.58933258,60.56666564941406,66.05999755859375,66.05999755859375,235458000,7.965869102380287,2993.76,3079.76,2965.66,3066.59,3066.59,5757480000,2.432726738282291
2020-06-16,67.45666504,67.52532958984375,64.15933227539062,65.47533416748047,65.47533416748047,210766500,-2.9371906709954594,3131.0,3153.45,3076.06,3124.74,3124.74,5845810000,-0.1999361226445295
2020-06-17,65.84733581542969,67.0,65.50466918945312,66.11933135986328,66.11933135986328,148362000,0.41306993071974574,3136.13,3141.16,3108.03,3113.49,3113.49,4560450000,-0.7219088494418384
2020-06-18,66.86666870117188,67.94667053222656,66.29799652,66.93066406,66.93066406,146278500,0.09570591756876541,3101.64,3120.0,3093.51,3115.34,3115.34,4448690000,0.4417018093653768
2020-06-19,67.51866912841797,67.73133087158203,66.08933258,66.72666931152344,66.72666931152344,130195500,-1.1730086317136634,3140.29,3155.53,3083.11,3097.74,3097.74,8346650000,-1.3549704008228598
2020-06-22,66.66333008,67.25866699,66.00133514404297,66.28800201416016,66.28800201416016,95436000,-0.5630202772490093,3094.42,3120.92,3079.39,3117.86,3117.86,4686690000,0.7574925187918916
2020-06-23,66.59200286865234,67.46666717529297,66.26733398,66.78533172607422,66.78533172607422,95479500,0.29031843028238913,3138.7,3154.9,3127.12,3131.29,3131.29,4711850000,-0.23608500334532942
2020-06-24,66.27400207519531,66.72533416748047,63.542667388916016,64.05666351,64.05666351,164394000,-3.3457139991025215,3114.4,3115.01,3032.13,3050.33,3050.33,5597680000,-2.0572180837400516
2020-06-25,63.61800003051758,65.73200225830078,62.47666549682617,65.73200225830078,65.73200225830078,138817500,3.3229624112187044,3046.6,3086.25,3024.01,3083.76,3083.76,4847690000,1.2197203439900317
2020-06-26,66.31866455078125,66.33333587646484,63.65800094604492,63.98266602,63.98266602,132823500,-3.5223847563946884,3073.2,3073.73,3004.63,3009.05,3009.05,8107850000,-2.0874007549134337
2020-06-29,64.60066986083984,67.33333587646484,63.23466873168945,67.29000091552734,67.29000091552734,135396000,4.163008000506417,3018.59,3053.89,2999.74,3053.24,3053.24,4473970000,1.1478869273402361
2020-06-30,67.09999847,72.51266479492188,66.91533660888672,71.98733520507812,71.98733520507812,253777500,7.283661470220778,3050.2,3111.51,3047.83,3100.29,3100.29,4705850000,1.6421873975477068
2020-07-01,72.19999694824219,75.68866729736328,72.03333282470703,74.64199829101562,74.64199829101562,199903500,3.3822734709033693,3105.92,3128.44,3101.17,3115.86,3115.86,4449230000,0.32003399958788553
2020-07-02,81.43199920654297,81.86666870117188,79.04000091552734,80.57733154296875,80.57733154296875,258751500,-1.0495476862927702,3143.64,3165.81,3124.52,3130.01,3130.01,4197720000,-0.43357381888510305
2020-07-06,85.11266326904297,91.85266876220705,84.40266418457031,91.43866729736328,91.43866729736328,308548500,7.432506263285026,3155.29,3182.59,3155.29,3179.72,3179.72,4759160000,0.774255298245164
2020-07-07,93.66733551,95.3000030517578,89.11399841308594,92.65733337402344,92.65733337402344,322345500,-1.0782863956546886,3166.44,3184.15,3142.93,3145.32,3145.32,4571330000,-0.6669951112290108
2020-07-08,93.66666412353516,94.48400115966795,87.42266845703125,91.05867004394533,91.05867004394533,244669500,-2.784335391885203,3153.07,3171.8,3136.53,3169.94,3169.94,4937310000,0.5350341096138015
2020-07-09,93.13266754,93.90399932861328,90.08533477783205,92.95200348,92.95200348,175764000,-0.19398570316092764,3176.17,3179.78,3115.7,3152.05,3152.05,4843650000,-0.759405195565725
2020-07-10,93.06666564941406,103.2613296508789,91.73400115966795,102.97666931152344,102.97666931152344,350064000,10.648284853613177,3152.47,3186.82,3136.22,3185.04,3185.04,4524190000,1.0331581268021635
2020-07-13,110.5999984741211,119.66600036621094,98.0739975,99.8040008544922,99.8040008544922,584781000,-9.761299971586356,3205.08,3235.32,3149.43,3155.22,3155.22,4902440000,-1.5556553970571758
2020-07-14,103.73332977294922,106.0,95.40000153,101.12000274658205,101.12000274658205,351271500,-2.5192742121430065,3141.11,3200.95,3127.66,3197.52,3197.52,4507140000,1.7958619723600844
2020-07-15,102.86666870117188,103.33333587646484,97.13333129882812,103.06732940673828,103.06732940673828,245517000,0.1950687313004434,3225.98,3238.28,3200.76,3226.56,3226.56,4686830000,0.017979032728036977
2020-07-16,98.47733306884766,102.11399841308594,97.73332977294922,100.04266357421876,100.04266357421876,214512000,1.5895338110717836,3208.36,3220.39,3198.59,3215.57,3215.57,3972860000,0.2247254048797528
2020-07-17,100.89666748046876,102.50066375732422,99.33333587646484,100.05599975585938,100.05599975585938,139950000,-0.8331967205677262,3224.21,3233.52,3205.65,3224.73,3224.73,4012850000,0.016127981738161653
2020-07-20,101.267334,110.0,99.1999969482422,109.53333282470705,109.53333282470705,256821000,8.162552027593655,3224.29,3258.61,3215.16,3251.84,3251.84,3979340000,0.8544516777337082
2020-07-21,109.32866668701172,111.66666412353516,103.86666870117188,104.55733489990234,104.55733489990234,241608000,-4.364209252426757,3268.52,3277.29,3247.77,3257.3,3257.3,4556610000,-0.3432746319435035
2020-07-22,106.5999984741211,108.4280014038086,104.13333129882812,106.15533447265624,106.15533447265624,212416500,-0.417133215600193,3254.86,3279.32,3253.1,3276.02,3276.02,4267160000,0.6501047664108396
2020-07-23,111.93000030517578,112.5999984741211,98.71800231933594,100.87133026123048,100.87133026123048,364927500,-9.87998750450636,3271.64,3279.99,3222.66,3235.66,3235.66,4296760000,-1.0997542516902845
2020-07-24,94.40066528320312,97.66666412353516,91.10266876220705,94.46666717529295,94.46666717529295,290949000,0.06991676583191768,3218.58,3227.26,3200.05,3215.63,3215.63,3689410000,-0.09165532626188624
2020-07-27,95.66666412353516,103.1959991455078,94.1999969482422,102.63999938964844,102.63999938964844,240730500,7.289200820369941,3219.84,3241.43,3214.25,3239.41,3239.41,3970310000,0.6077941761081205
2020-07-28,100.26667022705078,104.3133316040039,98.29467010498048,98.43267059326172,98.43267059326172,237130500,-1.8291219102379952,3234.27,3243.72,3216.17,3218.44,3218.44,4053180000,-0.4894458409471048
2020-07-29,100.06666564941406,102.32066345214844,99.13333129882812,99.94066619873048,99.94066619873048,141403500,-0.12591550829226347,3227.22,3264.74,3227.22,3258.44,3258.44,4478200000,0.9673960870346693
2020-07-30,99.1999969482422,100.8826675415039,98.06666564941406,99.16600036621094,99.16600036621094,114315000,-0.03427074906968192,3231.76,3250.92,3204.13,3246.22,3246.22,4264920000,0.44743421541202255
2020-07-31,101.0,101.13666534423828,94.73200225830078,95.38400268554688,95.38400268554688,183123000,-5.560393380646659,3270.45,3272.17,3220.26,3271.12,3271.12,5007530000,0.020486477396079218
2020-08-03,96.61333465576172,100.65399932861328,96.29199981689452,99.0,99.0,132139500,2.470327054481757,3288.26,3302.73,3284.53,3294.61,3294.61,4438940000,0.19311125032691784
2020-08-04,99.66733551,101.82733154296876,97.46666717529295,99.13333129882812,99.13333129882812,126225000,-0.5357865828752864,3289.92,3306.84,3286.37,3306.51,3306.51,4414380000,0.5042675809746178
2020-08-05,99.5326690673828,99.98933410644533,97.88733673095705,99.00133514404295,99.00133514404295,74217000,-0.5338286698411906,3317.37,3330.77,3317.37,3327.77,3327.77,4535060000,0.31350135800348145
2020-08-06,99.38866424560548,101.15399932861328,98.48400115966795,99.30533599853516,99.30533599853516,89884500,-0.08384079583201673,3323.17,3351.03,3318.14,3349.16,3349.16,4278930000,0.7820845758718267
2020-08-07,99.96932983398438,99.98332977294922,94.33399963378906,96.84733581542967,96.84733581542967,133446000,-3.1229518330664914,3340.05,3352.54,3328.72,3351.28,3351.28,4110030000,0.3362225116390478
2020-08-10,96.53333282470705,97.16666412353516,92.38933563232422,94.5713348388672,94.5713348388672,112834500,-2.032456487752885,3356.04,3363.29,3335.44,3360.47,3360.47,4327920000,0.13200081047901205
2020-08-11,93.06666564941406,94.66666412353516,91.0,91.62599945,91.62599945,129387000,-1.5479937841988625,3370.34,3381.01,3326.44,3333.69,3333.69,4880540000,-1.0874273812137676
2020-08-12,98.0,105.66666412353516,95.66666412353516,103.65066528320312,103.65066528320312,327441000,5.765984982860331,3355.46,3387.89,3355.46,3380.35,3380.35,3772250000,0.7417760903125018
2020-08-13,107.4000015258789,110.07866668701172,104.48400115966795,108.06666564941406,108.06666564941406,306379500,0.6207300875824644,3372.95,3387.24,3363.35,3373.43,3373.43,3438730000,0.014230866155739581
