Date,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Adj Close,TSLA_Volume,TSLA_Return,GSPC_Open,GSPC_High,GSPC_Low,GSPC_Close,GSPC_Adj Close,GSPC_Volume,GSPC_Return,change_in_followers,TSLA_Positive_Return
2020-09-09,118.86666870117188,123.0,113.8366699,122.09333038330078,122.09333038330078,238397400,2.7145218397940143,3369.82,3424.77,3366.84,3398.96,3398.96,3932520000,0.8647346149052434,43824.0,1
2020-09-15,145.52000427246094,153.97999572753906,143.56666564941406,149.9199981689453,149.9199981689453,291894600,3.0236350792336086,3407.73,3419.48,3389.25,3401.2,3401.2,4057190000,-0.1916231626331957,125777.0,1
2020-09-17,138.53334045410156,145.92999267578125,136.0,141.14332580566406,141.14332580566406,230337600,1.8840124283491397,3346.86,3375.17,3328.82,3357.01,3357.01,4379840000,0.30326933304650006,47534.0,1
2020-09-21,151.0433349609375,151.89332580566406,135.69000244140625,149.79666137695312,149.79666137695312,328430400,-0.8253747736083734,3285.57,3285.57,3229.1,3281.06,3281.06,4836070000,-0.13726689737245648,60320.0,0
2020-09-22,143.1999969482422,145.9199981689453,139.1999969482422,141.41000366210938,141.41000366210938,238742400,-1.2499953381841082,3295.75,3320.31,3270.95,3315.57,3315.57,3974510000,0.6013805658803053,24362.0,0
2020-09-24,121.26667022705078,133.1666717529297,117.0999984741211,129.26333618164062,129.26333618164062,289683300,6.594281792035252,3226.14,3278.7,3209.45,3246.59,3246.59,4601920000,0.6338844563472221,39975.0,1
2020-09-29,138.6666717529297,142.8333282470703,137.1999969482422,139.69000244140625,139.69000244140625,150657900,0.7379788348132341,3350.92,3357.92,3327.54,3335.47,3335.47,3661590000,-0.46106740835353494,58498.0,1
2020-10-09,143.3766632080078,144.8633270263672,142.15333557128906,144.6666717529297,144.6666717529297,86777100,0.8997339706883526,3459.67,3482.34,3458.07,3477.14,3477.14,3944090000,0.5049614558613914,113816.0,1
2020-10-12,147.3333282470703,149.5800018310547,146.19332885742188,147.43333435058594,147.43333435058594,116373300,0.06787744816836011,3500.02,3549.85,3499.61,3534.22,3534.22,3435760000,0.9771372735012891,50663.0,1
2020-10-20,143.9166717529297,143.9166717529297,139.68333435058594,140.64666748046875,140.64666748046875,94968900,-2.2721511223346997,3439.38,3476.93,3435.65,3443.12,3443.12,3917850000,0.10874052881623378,23780.0,0
2020-11-03,136.5766602,142.58999633789062,135.56333923339844,141.3000030517578,141.3000030517578,103055100,3.458382160495839,3336.25,3389.49,3336.25,3369.16,3369.16,4241380000,0.9864368677407224,48387.0,1
2020-11-09,146.5,150.8333282470703,140.3333282470703,140.4199981689453,140.4199981689453,104499000,-4.150171898330845,3583.04,3645.99,3547.48,3550.5,3550.5,8570510000,-0.9081673662588182,175020.0,0
2020-11-23,167.8333282470703,175.3333282470703,167.26333618164062,173.9499969482422,173.9499969482422,150780900,3.6444899026058892,3566.82,3589.81,3552.77,3577.59,3577.59,5057550000,0.30194963581004874,401425.0,1
2020-12-08,208.5033264160156,217.0933380126953,206.1666717529297,216.6266632080078,216.6266632080078,192795000,3.8960226350461933,3683.05,3708.45,3678.83,3702.25,3702.25,4584390000,0.5213070688695461,48016.0,1
2020-12-10,191.4566650390625,209.25,188.77999877929688,209.02333068847656,209.02333068847656,201249600,9.175269842828387,3659.13,3678.49,3645.18,3668.1,3668.1,4658480000,0.24514023825334985,74519.0,1
2020-12-14,206.3333282470703,214.25,203.3999938964844,213.27667236328125,213.27667236328125,156121800,3.3651103169802745,3675.27,3697.61,3645.84,3647.49,3647.49,4623850000,-0.7558628345672618,46558.0,1
2020-12-16,209.41000366210935,210.8333282470703,201.6666717529297,207.58999633789065,207.58999633789065,126287400,-0.8691119298939228,3696.25,3711.27,3688.57,3701.17,3701.17,4067040000,0.13310787960771248,50781.0,0
2020-12-24,214.3300018310547,222.02999877929688,213.6666717529297,220.58999633789065,220.58999633789065,68596800,2.9207271279596205,3694.03,3703.82,3689.32,3703.06,3703.06,1883780000,0.24444847497177186,179969.0,1
2020-12-30,224.0,232.1999969482422,222.7866668701172,231.5933380126953,231.5933380126953,128538000,3.389883041381836,3736.19,3744.63,3730.21,3732.04,3732.04,3154850000,-0.11107572152380073,115318.0,1
2021-01-11,283.1333312988281,284.8099975585937,267.8733215332031,270.39666748046875,270.39666748046875,177904800,-4.49846853421743,3803.14,3817.86,3789.02,3799.61,3799.61,4465430000,-0.09281803983023884,180778.0,0
2021-01-13,284.2533264160156,286.8233337402344,277.3333435058594,284.8033447265625,284.8033447265625,99937500,0.19349582201261636,3802.23,3820.96,3791.5,3809.84,3809.84,4602510000,0.20014570396846396,209727.0,1
2021-01-20,286.2466735839844,286.5,279.09332275390625,283.4833374023437,283.4833374023437,76997700,-0.9653688362704844,3816.22,3859.75,3816.22,3851.85,3851.85,4566190000,0.9336463830701613,478085.0,0
2021-01-22,278.10333251953125,282.6666564941406,276.2066650390625,282.2133178710937,282.2133178710937,60199500,1.4778626758360753,3844.24,3852.31,3830.41,3841.47,3841.47,5110890000,-0.07205585499344426,91040.0,1
2021-01-25,285.0,300.1333312988281,279.6066589355469,293.6000061035156,293.6000061035156,123520200,3.0175460012335527,3851.68,3859.23,3797.16,3855.36,3855.36,7000840000,0.09554272421385711,71624.0,1
2021-01-28,273.3333435058594,282.6666564941406,267.0,278.4766540527344,278.4766540527344,79134000,1.8816989105336666,3755.75,3830.5,3755.75,3787.38,3787.38,6992770000,0.8421753311588925,308547.0,1
2021-01-29,276.6666564941406,280.8033447265625,260.0333251953125,264.5100098,264.5100098,104972400,-4.393968846187327,3778.05,3778.05,3694.12,3714.24,3714.24,6643370000,-1.6889665303529704,362651.0,0
2021-02-02,281.5599975585937,293.5,280.7333374023437,290.92999267578125,290.92999267578125,73038600,3.327885778674091,3791.84,3843.09,3791.84,3826.31,3826.31,5514090000,0.9090573441917327,281613.0,1
2021-02-04,285.0,285.5,277.8066711425781,283.3299865722656,283.3299865722656,47438100,-0.5859696237664473,3836.66,3872.42,3836.66,3871.74,3871.74,4879240000,0.9143369493257136,309309.0,0
2021-02-08,289.8900146484375,292.5899963378906,284.9166564941406,287.8066711425781,287.8066711425781,60485100,-0.7186668738438398,3892.59,3915.77,3892.59,3915.59,3915.59,4648360000,0.590866235591213,276467.0,0
2021-02-11,270.8133239746094,276.6266784667969,267.24334716796875,270.5533447265625,270.5533447265625,64868400,-0.09599943024636774,3916.4,3925.99,3890.39,3916.38,3916.38,4590960000,-0.0005106730671019765,449348.0,0
2021-02-12,267.0866699,272.4433288574219,261.77667236328125,272.0400085449219,272.0400085449219,71304900,1.8545810042771702,3911.65,3937.23,3905.78,3934.83,3934.83,4135060000,0.5925888052356381,126851.0,1
2021-02-16,272.6666564941406,273.6666564941406,264.14666748046875,265.4066772460937,265.4066772460937,59406900,-2.6625841756353306,3939.61,3950.43,3923.85,3932.59,3932.59,5058990000,-0.17819022695139827,131107.0,0
2021-02-17,259.6966552734375,266.61334228515625,254.0033264160156,266.04998779296875,266.04998779296875,77989500,2.4464437221348714,3918.5,3933.61,3900.43,3931.33,3931.33,4730650000,0.32742120709454964,91438.0,1
2021-02-18,260.29998779296875,264.89666748046875,258.75665283203125,262.4599914550781,262.4599914550781,53871300,0.8298132014617488,3915.86,3921.98,3885.03,3913.97,3913.97,4793650000,-0.04826525973860984,106128.0,1
2021-02-23,220.7100067138672,237.8699951171875,206.3333282470703,232.94667053222656,232.94667053222656,199820700,5.544227015598449,3857.07,3895.98,3805.59,3881.37,3881.37,6296610000,0.6300119002247749,176467.0,1
2021-03-04,218.6000061035156,222.8166656494141,200.0,207.14666748046875,207.14666748046875,197758500,-5.239404530310601,3818.53,3843.67,3723.34,3768.47,3768.47,7195400000,-1.31097568959784,711540.0,0
2021-03-09,202.72666931152344,226.02999877929688,198.40333557128903,224.52667236328125,224.52667236328125,202569900,10.75339674143142,3851.93,3903.76,3851.93,3875.44,3875.44,5513560000,0.6103433863024567,166756.0,1
2021-03-10,233.43333435058597,239.2833404541016,218.35333251953125,222.6866607666016,222.6866607666016,181817100,-4.603744196981008,3891.99,3917.35,3885.73,3898.81,3898.81,5847380000,0.17523169381216716,56712.0,0
2021-03-12,223.3333282470703,231.6266632080078,222.04666137695312,231.2433319091797,231.2433319091797,100751400,3.5417927651884793,3924.52,3944.99,3915.21,3943.34,3943.34,4476280000,0.47954909135385126,97094.0,1
2021-03-15,231.3633270263672,237.72666931152344,228.01333618164065,235.97999572753903,235.97999572753903,88006800,1.9954193953329997,3942.96,3970.08,3923.54,3968.94,3968.94,4900100000,0.6588958548907424,92386.0,1
2021-03-17,218.9566650390625,234.5766602,217.0033264160156,233.9366607666016,233.9366607666016,121117500,6.841534476635647,3949.57,3983.87,3935.74,3974.12,3974.12,4561660000,0.6215866537369822,112466.0,1
2021-04-07,229.0,230.4600067138672,222.6133270263672,223.6566619873047,223.6566619873047,78928200,-2.333335376722844,4074.29,4083.13,4068.31,4079.95,4079.95,4120810000,0.13891990997204065,1207443.0,0
2021-04-08,225.7933349609375,229.8500061035156,223.88333129882807,227.93333435058597,227.93333435058597,71772900,0.9477690694540156,4089.95,4098.19,4082.54,4097.17,4097.17,3907100000,0.17653027543124622,58294.0,1
2021-04-09,225.9233398,226.9900054931641,223.1433258056641,225.6733398,225.6733398,64311300,-0.11065700437206444,4096.11,4129.48,4095.51,4128.8,4128.8,3640390000,0.7980742704663818,67064.0,0
2021-04-13,237.5666656494141,254.3333282470703,236.8866729736328,254.10667419433597,254.10667419433597,133958400,6.962259835447863,4130.1,4148.0,4124.43,4141.59,4141.59,3734720000,0.27820149633180263,207626.0,1
2021-04-15,247.6999969482422,247.89666748046875,240.4366607666016,246.2833404541016,246.2833404541016,83546700,-0.5719243082738561,4139.76,4173.49,4139.76,4170.42,4170.42,4033420000,0.7406226447909988,133663.0,0
2021-04-16,242.88333129882807,249.80332946777344,241.5333404541016,246.5933380126953,246.5933380126953,83938500,1.527485107367327,4174.14,4191.31,4170.75,4185.47,4185.47,4163820000,0.27143315748872643,140819.0,1
2021-04-19,239.86666870117188,241.8000030517578,230.6000061035156,238.2100067138672,238.2100067138672,119058600,-0.6906595219232283,4179.8,4180.81,4150.47,4163.26,4163.26,3810290000,-0.39571271352696213,285179.0,0
2021-04-20,239.13999938964844,245.75,236.89666748046875,239.6633301,239.6633301,106827000,0.2188386349783573,4159.18,4159.18,4118.38,4134.94,4134.94,4342650000,-0.5828071879553347,159470.0,1
2021-04-22,247.1666717529297,251.2566680908203,239.3466644287109,239.89666748046875,239.89666748046875,106770900,-2.9413367995374826,4170.46,4179.57,4123.69,4134.98,4134.98,4245140000,-0.8507454813138233,138320.0,0
2021-04-23,239.93333435058597,245.7866668701172,238.48666381835935,243.13333129882807,243.13333129882807,85110000,1.3337025290393072,4138.78,4194.17,4138.78,4180.17,4180.17,3569880000,1.0000531557608845,65785.0,1
2021-04-26,247.0,249.76666259765625,244.20333862304688,246.0666656494141,246.0666656494141,93115500,-0.37786815813194696,4185.03,4194.19,4182.36,4187.62,4187.62,3748320000,0.06188725050955777,94407.0,0
2021-04-28,232.1366729736328,236.1666717529297,231.1999969482422,231.46665954589844,231.46665954589844,66813000,-0.28862885779812925,4185.14,4201.53,4181.78,4183.18,4183.18,3787360000,-0.04683236403083376,74804.0,0
2021-04-29,233.1699981689453,234.0833282470703,222.8333282470703,225.6666717529297,225.6666717529297,86536200,-3.217963921146933,4206.14,4218.78,4176.81,4211.47,4211.47,4298680000,0.12671951004959242,125666.0,0
2021-04-30,222.52999877929688,238.4900054931641,222.04666137695312,236.47999572753903,236.47999572753903,122276100,6.268816350499167,4198.1,4198.1,4174.85,4181.17,4181.17,4300880000,-0.4032776732331361,80802.0,1
2021-05-03,234.6000061035156,235.3333282470703,226.8333282470703,228.3000030517578,228.3000030517578,81129300,-2.6854232258536057,4191.98,4209.39,4188.03,4192.66,4192.66,4070220000,0.016221451438229458,123268.0,0
2021-05-04,226.31333923339844,227.8166656494141,219.23333740234372,224.5333404541016,224.5333404541016,89217900,-0.7865196038935743,4179.04,4179.04,4128.59,4164.66,4164.66,4452460000,-0.3440981660859937,72823.0,0
2021-05-05,227.0200042724609,228.43333435058597,222.44667053222656,223.64666748046875,223.64666748046875,65705700,-1.4859205041435937,4177.06,4187.72,4160.94,4167.59,4167.59,4230920000,-0.2267144833926315,128754.0,0
2021-05-06,226.9199981689453,227.0066680908203,216.6666717529297,221.17999267578125,221.17999267578125,83353800,-2.529528265239339,4169.14,4202.7,4147.33,4201.62,4201.62,4511000000,0.7790575514374563,153451.0,0
2021-05-07,221.93333435058597,230.0,220.0733337402344,224.1233367919922,224.1233367919922,70407600,0.9867839132028249,4210.34,4238.04,4201.64,4232.6,4232.6,4016080000,0.5286983949039796,133027.0,1
2021-05-10,221.63333129882807,221.68333435058597,209.20333862304688,209.67999267578125,209.67999267578125,94177200,-5.393294660598744,4228.29,4236.39,4188.13,4188.43,4188.43,4560700000,-0.9426978755004901,190803.0,0
2021-05-11,199.7466735839844,209.0333404541016,198.5333404541016,205.73333740234372,205.73333740234372,139511700,2.9971281678651827,4150.34,4162.04,4111.53,4152.1,4152.1,4870710000,0.04240616431425421,155859.0,1
2021-05-12,200.8300018310547,206.80332946777344,195.58999633789065,196.6300048828125,196.6300048828125,101470800,-2.0913194791360774,4130.55,4134.73,4056.88,4063.04,4063.04,4733070000,-1.6344070402246729,235480.0,0
2021-05-14,194.47000122070312,197.6233367919922,190.15333557128903,196.5800018310547,196.5800018310547,100112700,1.0850005641522737,4129.58,4183.13,4129.58,4173.85,4173.85,4008880000,1.0720218521011928,264773.0,1
2021-05-17,191.8500061035156,196.5766602,187.0666656494141,192.27667236328125,192.27667236328125,97171200,0.22239574990445357,4169.92,4171.92,4142.69,4163.29,4163.29,4125050000,-0.15899585603561,195826.0,1
2021-05-18,189.3333282470703,198.75,187.7933349609375,192.6233367919922,192.6233367919922,110491800,1.7376806161821559,4165.94,4169.15,4125.99,4127.83,4127.83,4398150000,-0.9147995410399496,168449.0,1
2021-05-19,184.18333435058597,188.73666381835935,182.3266602,187.82000732421875,187.82000732421875,118735200,1.9744853607170103,4098.45,4116.93,4061.41,4115.68,4115.68,4247450000,0.4204028352182038,71999.0,1
2021-05-20,191.6666717529297,196.2833404541016,190.35667419433597,195.5933380126953,195.5933380126953,92463300,2.048695385511438,4121.97,4172.8,4121.97,4159.12,4159.12,3978880000,0.9012680829797315,220453.0,1
2021-05-24,193.86666870117188,204.8266602,191.21665954589844,202.14666748046875,202.14666748046875,103674300,4.2709759417487865,4170.16,4209.52,4170.16,4197.05,4197.05,3684800000,0.6448193834289411,90515.0,1
2021-05-25,202.4366607666016,204.6633301,198.57000732421875,201.56333923339844,201.56333923339844,84017700,-0.43140483047684997,4205.94,4213.42,4182.52,4188.13,4188.13,4182250000,-0.4234487415417123,105519.0,0
2021-05-26,202.5200042724609,208.72332763671875,200.5,206.3766632080078,206.3766632080078,85917900,1.9043348085053047,4191.59,4202.61,4184.11,4195.99,4195.99,4420890000,0.10497209889325139,85281.0,1
2021-05-27,206.7466735839844,210.3766632080078,205.40333557128903,210.2833404541016,210.2833404541016,79111800,1.7106281851158909,4201.94,4213.38,4197.78,4200.88,4200.88,6406310000,-0.025226443023924443,59275.0,1
2021-05-28,209.5,211.8633270263672,207.4600067138672,208.4066619873047,208.4066619873047,68211000,-0.5218797196636337,4210.77,4218.36,4203.57,4204.11,4204.11,4649250000,-0.1581658461516721,57058.0,0
2021-06-01,209.26666259765625,211.26666259765625,206.8500061035156,207.96665954589844,207.96665954589844,54254700,-0.6212184184622115,4216.52,4234.12,4197.59,4202.04,4202.04,5074670000,-0.3434111542219762,66768.0,0
2021-06-03,200.6000061035156,201.51666259765625,190.4066619873047,190.94667053222656,190.94667053222656,90335700,-4.812230945949036,4191.43,4204.39,4167.93,4192.85,4192.85,5587970000,0.033878652393099076,89884.0,0
2021-06-04,193.23666381835935,200.20333862304688,192.3999938964844,199.68333435058597,199.68333435058597,72110700,3.336152883640358,4206.05,4233.45,4206.05,4229.89,4229.89,4139790000,0.5668025819949869,106561.0,1
2021-06-07,197.27667236328125,203.3333282470703,194.2933349609375,201.7100067138672,201.7100067138672,67631100,2.2472674024134167,4229.34,4232.34,4215.66,4226.52,4226.52,4476920000,-0.06667707018115614,80106.0,1
2021-06-09,200.72332763671875,203.92999267578125,199.2100067138672,199.5933380126953,199.5933380126953,49753800,-0.5629587937424798,4232.99,4237.09,4218.74,4219.55,4219.55,4713260000,-0.317506065452543,87876.0,0
2021-06-10,201.2933349609375,205.52999877929688,200.1666717529297,203.3733367919922,203.3733367919922,71758800,1.0333187790138842,4228.56,4249.74,4220.34,4239.18,4239.18,4408210000,0.2511493274306121,26421.0,1
2021-06-11,203.41000366210935,204.1866607666016,200.5066680908203,203.29666137695312,203.29666137695312,48615900,-0.055721096856425,4242.9,4248.38,4232.25,4247.44,4247.44,3815010000,0.1070022861721927,29565.0,0
2021-06-15,205.56333923339844,205.5966644287109,199.41000366210935,199.7866668701172,199.7866668701172,53292300,-2.8101666303067616,4255.28,4257.16,4238.35,4246.59,4246.59,4048940000,-0.2042168787952755,74487.0,0
2021-06-16,199.17999267578125,202.8333282470703,197.8333282470703,201.6233367919922,201.6233367919922,66432300,1.2267015795045912,4248.87,4251.89,4202.45,4223.7,4223.7,4538350000,-0.5923928009094199,48474.0,1
2021-06-17,200.6300048828125,207.1566619873047,200.44667053222656,205.5333404541016,205.5333404541016,68104200,2.443969222925114,4220.37,4232.29,4196.05,4221.86,4221.86,5312680000,0.03530496141333062,40072.0,1
2021-06-18,204.4566650390625,209.4499969482422,203.93333435058597,207.7700042724609,207.7700042724609,73682700,1.6205581915196448,4204.78,4204.78,4164.4,4166.45,4166.45,6817010000,-0.9115815809626171,36633.0,1
2021-06-22,206.0833282470703,209.52333068847656,205.1666717529297,207.90333557128903,207.90333557128903,57476700,0.8831414650081453,4224.61,4255.84,4217.27,4246.44,4246.44,3828390000,0.5167340890638409,77868.0,1
2021-06-24,224.9966735839844,232.5399932861328,222.5366668701172,226.60667419433597,226.60667419433597,137947200,0.7155664058075945,4256.97,4271.28,4256.97,4266.49,4266.49,3816660000,0.22363324148395516,65171.0,1
2021-06-25,229.8600006103516,231.2700042724609,222.8999938964844,223.9566650390625,223.9566650390625,97490100,-2.5682309038605466,4274.45,4286.12,4271.16,4280.7,4280.7,7341450000,0.1462176420358175,41515.0,0
2021-06-28,223.8800048828125,231.5666656494141,223.44000244140625,229.5733337402344,229.5733337402344,64884600,2.5430269489238277,4284.9,4292.14,4274.67,4290.61,4290.61,4147890000,0.13325865247730487,50977.0,1
2021-06-29,228.21665954589844,229.1699981689453,225.29666137695312,226.9199981689453,226.9199981689453,52143900,-0.568171219197231,4293.21,4300.52,4287.04,4291.8,4291.8,3707150000,-0.03284255836541549,47589.0,0
2021-06-30,226.58999633789065,230.9366607666016,226.04666137695312,226.5666656494141,226.5666656494141,56774700,-0.01029643358207739,4290.65,4302.43,4287.96,4297.5,4297.5,4266040000,0.15964947035997726,33956.0,0
2021-07-01,227.97332763671875,229.3300018310547,224.26666259765625,225.97332763671875,225.97332763671875,55903500,-0.8772956120494282,4300.73,4320.66,4300.73,4319.94,4319.94,3788230000,0.4466683563023031,40779.0,0
2021-07-02,226.3266602,233.3333282470703,224.4199981689453,226.3000030517578,226.3000030517578,81163500,-0.011778174174718624,4326.6,4355.43,4326.6,4352.34,4352.34,3225840000,0.5949244210234312,56310.0,0
2021-07-07,221.4233398,221.8999938964844,212.77333068847656,214.88333129882807,214.88333129882807,56376000,-2.953622010705458,4351.01,4361.88,4329.79,4358.13,4358.13,4037380000,0.16364016630621142,61010.0,0
2021-07-09,217.72666931152344,219.6366729736328,214.89666748046875,218.98333740234372,218.98333740234372,54421500,0.5771769231550787,4329.38,4371.6,4329.38,4369.55,4369.55,3531120000,0.9278464814823386,50689.0,1
2021-07-13,228.77333068847656,231.0933380126953,222.1000061035156,222.8466644287109,222.8466644287109,62898300,-2.590628130442384,4381.07,4392.37,4366.92,4369.21,4369.21,3695430000,-0.27071012332602934,55261.0,0
2021-07-15,219.4633331298828,222.04666137695312,212.6266632080078,216.86666870117188,216.86666870117188,60628800,-1.1831882764553563,4369.02,4369.02,4340.7,4360.03,4360.03,3905230000,-0.2057669683361644,51739.0,0
2021-07-16,218.22666931152344,218.8999938964844,214.0666656494141,214.7400054931641,214.7400054931641,49113000,-1.5977258092969637,4367.43,4375.09,4322.53,4327.16,4327.16,3985700000,-0.9220525572247393,33470.0,0
2021-07-19,209.9633331298828,215.73333740234372,207.0966644287109,215.4066619873047,215.4066619873047,63891300,2.5925140243676,4296.4,4296.4,4233.13,4258.49,4258.49,5157660000,-0.8823666325295564,49377.0,1
2021-07-20,217.3300018310547,220.79666137695312,213.5,220.1666717529297,220.1666717529297,46461300,1.3052362296854603,4265.11,4336.84,4262.05,4323.06,4323.06,4438270000,1.3586988377791132,34164.0,1
2021-07-21,219.8699951171875,221.6199951171875,216.76333618164065,218.42999267578125,218.42999267578125,41859900,-0.654933585020889,4331.13,4359.7,4331.13,4358.69,4358.69,3810280000,0.6363235460491717,44890.0,0
2021-07-23,215.45333862304688,216.26666259765625,212.43333435058597,214.4600067138672,214.4600067138672,43814700,-0.46104270907474887,4381.2,4415.18,4381.2,4411.79,4411.79,4540070000,0.6982105359262336,56267.0,0
2021-08-02,233.3333282470703,242.31333923339844,232.8000030517578,236.55667114257807,236.55667114257807,100847400,1.381432699616167,4406.86,4422.18,4384.81,4387.16,4387.16,3724090000,-0.44703031183200326,34380.0,1
2021-08-03,239.6666717529297,240.88333129882807,233.6699981689453,236.5800018310547,236.5800018310547,64860900,-1.2879011918090228,4392.74,4423.79,4373.0,4423.15,4423.15,3965190000,0.6922786233649124,34187.0,0
2021-08-04,237.0,241.63333129882807,236.30999755859372,236.97332763671875,236.97332763671875,51007800,-0.011254161722046413,4415.95,4416.17,4400.23,4402.66,4402.66,4260760000,-0.3009544945028808,32088.0,0
2021-08-05,238.6666717529297,240.3166656494141,237.1366729736328,238.2100067138672,238.2100067138672,38758800,-0.19134009608817296,4408.86,4429.76,4408.86,4429.1,4429.1,3769410000,0.4590755887009497,26223.0,0
2021-08-06,237.3000030517578,238.77667236328125,232.5433349609375,233.0333404541016,233.0333404541016,46869000,-1.7980035999938921,4429.07,4440.82,4429.07,4436.52,4436.52,3451870000,0.16820686961372766,35253.0,0
2021-08-09,236.72332763671875,239.6766662597656,235.0433349609375,237.9199981689453,237.9199981689453,44145900,0.5055144096584353,4437.77,4439.39,4424.74,4432.35,4432.35,3449280000,-0.12213341385425724,42185.0,1
2021-08-10,237.9966735839844,238.8633270263672,233.9600067138672,236.6633301,236.6633301,40296900,-0.5602361847775559,4435.79,4445.21,4430.03,4436.75,4436.75,3886610000,0.021642142662299982,35703.0,0
2021-08-11,237.57000732421875,238.3933258056641,234.73666381835935,235.94000244140625,235.94000244140625,29401800,-0.6861156006902777,4442.18,4449.44,4436.42,4442.41,4442.41,3532560000,0.0051776380065545165,29028.0,0
2021-08-13,241.23666381835935,243.3000030517578,238.1133270263672,239.05667114257807,239.05667114257807,50194500,-0.9036738617073221,4464.84,4468.37,4460.82,4468.0,4468.0,3016470000,0.07077521254960657,52803.0,0
2021-08-16,235.02333068847656,236.5,225.46665954589844,228.72332763671875,228.72332763671875,68032200,-2.6805862351208303,4461.65,4480.26,4437.66,4479.71,4479.71,3370640000,0.40478298387368805,33589.0,0
